,index,city,party_FDP_gn,seats_FDP_gn,seats_total,party_FDP_bn,seats_FDP_bn,party_CDU_gn,seats_CDU_gn,party_CDU_bn,seats_CDU_bn,party_SPD_gn,seats_SPD_gn,party_SPD_bn,seats_SPD_bn,party_Grüne_gn,seats_Grüne_gn,party_Grüne_bn,seats_Grüne_bn,party_AfD_gn,seats_AfD_gn,party_AfD_bn,seats_AfD_bn,party_Die Linke_gn,seats_Die Linke_gn,party_Die Linke_bn,seats_Die Linke_bn
1148,6,Kassel,FDP,3,71,Die Linke,1,FDP,1,Die Linke,1,CDU,1,AfD,1,Grüne,4,Die Linke,1,Grüne,2,SPD,3,Grüne,2,Grüne,2
1149,7,Kassel,Die Linke,1,71,AfD,1,Die Linke,1,Grüne,3,Die Linke,1,CDU,2,Die Linke,1,Grüne,2,SPD,3,Die Linke,1,SPD,3,SPD,4
1150,8,Kassel,SPD,3,71,SPD,4,SPD,3,SPD,4,Grüne,2,Grüne,4,Grüne,5,SPD,4,Die Linke,1,SPD,4,Die Linke,2,Grüne,3
1151,9,Kassel,FDP,4,71,Grüne,3,CDU,3,AfD,1,SPD,5,FDP,2,SPD,3,FW,1,SPD,4,Grüne,3,SPD,4,FW,1
1152,10,Kassel,Grüne,3,71,SPD,5,Grüne,3,FW,1,SPD,6,FW,1,CDU,1,SPD,5,Grüne,3,FW,1,Grüne,3,CDU,2
1153,11,Kassel,SPD,4,71,CDU,2,SPD,4,FDP,2,FW,1,Grüne,5,Grüne,6,FDP,2,FW,1,CDU,2,FW,1,SPD,5
1154,12,Kassel,FW,1,71,FW,1,FW,1,SPD,5,SPD,7,Die Linke,2,FW,1,AfD,1,AfD,2,SPD,5,CDU,2,FDP,2
1155,13,Kassel,CDU,1,71,Grüne,4,AfD,1,Grüne,4,Grüne,3,CDU,3,Grüne,7,Grüne,3,SPD,5,FDP,2,FDP,2,SPD,6
1156,14,Kassel,AfD,1,71,SPD,6,CDU,4,CDU,1,FDP,2,Grüne,6,AfD,1,CDU,2,FDP,2,Grüne,4,AfD,1,Grüne,4
1157,15,Kassel,FDP,5,71,SPD,7,SPD,5,SPD,6,SPD,8,SPD,1,SPD,4,SPD,6,CDU,2,SPD,6,SPD,5,SPD,7
1158,16,Kassel,SPD,5,71,Die Linke,2,Grüne,4,Die Linke,2,AfD,1,FDP,3,FDP,2,Die Linke,2,Grüne,4,Die Linke,2,Grüne,4,CDU,3
1159,17,Kassel,Grüne,4,71,Grüne,5,FDP,2,Grüne,5,CDU,2,Grüne,7,Grüne,8,SPD,7,SPD,6,SPD,7,Die Linke,3,AfD,1
1160,18,Kassel,FDP,6,71,AfD,2,Die Linke,2,SPD,7,SPD,9,AfD,2,Grüne,9,Grüne,4,Die Linke,2,Grüne,5,SPD,6,Grüne,5
1161,19,Kassel,Die Linke,2,71,CDU,3,CDU,5,FDP,3,Die Linke,2,CDU,4,SPD,5,FDP,3,Grüne,5,CDU,3,CDU,3,FDP,3
1162,20,Kassel,SPD,6,71,SPD,8,SPD,6,Grüne,6,Grüne,4,Die Linke,3,Die Linke,2,SPD,8,SPD,7,FDP,3,Grüne,5,SPD,8
1163,21,Kassel,Grüne,5,71,Grüne,6,Grüne,5,SPD,8,SPD,10,Grüne,8,Grüne,10,Grüne,5,AfD,3,SPD,8,SPD,7,SPD,9
1164,22,Kassel,FDP,7,71,SPD,9,SPD,7,AfD,2,SPD,11,Grüne,9,SPD,6,CDU,3,FDP,3,Grüne,6,FDP,3,Grüne,6
1165,23,Kassel,SPD,7,71,SPD,10,CDU,6,SPD,9,FDP,3,FDP,4,Grüne,11,FW,2,SPD,8,SPD,9,Die Linke,4,FW,2
1166,24,Kassel,FDP,8,71,CDU,4,Grüne,6,Grüne,7,Grüne,5,FW,2,FDP,3,SPD,9,CDU,3,FW,2,SPD,8,CDU,4
1167,25,Kassel,Grüne,6,71,Grüne,7,SPD,8,FW,2,SPD,12,CDU,5,CDU,2,Die Linke,3,Grüne,6,CDU,4,Grüne,6,SPD,10
1168,26,Kassel,SPD,8,71,Die Linke,3,FDP,3,Die Linke,3,CDU,3,Grüne,10,Grüne,12,SPD,10,SPD,9,Die Linke,3,FW,2,FDP,4
1169,27,Kassel,FW,2,71,FW,2,CDU,7,FDP,4,SPD,13,Die Linke,4,SPD,7,FDP,4,FW,2,Grüne,7,SPD,9,Grüne,7
1170,28,Kassel,FDP,9,71,SPD,11,FW,2,SPD,10,FW,2,AfD,3,FW,2,AfD,2,Grüne,7,SPD,10,CDU,4,SPD,11
1171,29,Kassel,Die Linke,3,71,AfD,3,Die Linke,3,Grüne,8,Die Linke,3,Grüne,11,Grüne,13,Grüne,6,Die Linke,3,FDP,4,Die Linke,5,Rettet die Bienen,1
1172,30,Kassel,CDU,2,71,Grüne,8,SPD,9,SPD,11,SPD,14,CDU,6,Grüne,14,SPD,11,AfD,4,SPD,11,Grüne,7,CDU,5
1173,31,Kassel,SPD,9,71,SPD,12,Grüne,7,CDU,2,Grüne,6,FDP,5,AfD,2,Rettet die Bienen,1,SPD,10,Grüne,8,FDP,4,SPD,12
1174,32,Kassel,Grüne,7,71,SPD,13,AfD,2,Rettet die Bienen,1,FDP,4,Rettet die Bienen,1,SPD,8,CDU,4,FDP,4,Rettet die Bienen,1,AfD,2,Grüne,8
1175,33,Kassel,AfD,2,71,CDU,5,CDU,8,Grüne,9,SPD,15,Grüne,12,Die Linke,3,SPD,12,CDU,4,CDU,5,SPD,10,FDP,5
1176,34,Kassel,FDP,10,71,Rettet die Bienen,1,SPD,10,FDP,5,SPD,16,SPD,2,FDP,4,Grüne,7,Grüne,8,SPD,12,Rettet die Bienen,1,SPD,13
1177,35,Kassel,SPD,10,71,Grüne,9,Grüne,8,SPD,12,AfD,2,Grüne,13,Grüne,15,FDP,5,SPD,11,Grüne,9,SPD,11,Grüne,9
1178,36,Kassel,Rettet die Bienen,1,71,SPD,14,Rettet die Bienen,1,AfD,3,CDU,4,Die Linke,5,Rettet die Bienen,1,SPD,13,Rettet die Bienen,1,Die Linke,4,Grüne,8,FW,3
1179,37,Kassel,Grüne,8,71,Die Linke,4,CDU,9,Die Linke,4,Rettet die Bienen,1,CDU,7,Grüne,16,Die Linke,4,SPD,12,FDP,5,Die Linke,6,SPD,14
1180,38,Kassel,FDP,11,71,Grüne,10,FDP,4,SPD,13,Grüne,7,FDP,6,SPD,9,FW,3,AfD,5,SPD,13,CDU,5,CDU,6
1181,39,Kassel,SPD,11,71,SPD,15,SPD,11,Grüne,10,SPD,17,Grüne,14,Grüne,17,SPD,14,Grüne,9,FW,3,SPD,12,AfD,2
1182,40,Kassel,FDP,12,71,AfD,4,Grüne,9,SPD,14,SPD,18,FW,3,CDU,3,Grüne,8,Die Linke,4,SPD,14,FDP,5,SPD,15
1183,41,Kassel,Die Linke,4,71,CDU,6,Die Linke,4,FW,3,Die Linke,4,AfD,4,Grüne,18,CDU,5,FDP,5,Grüne,10,Grüne,9,Grüne,10
1184,42,Kassel,Grüne,9,71,SPD,16,CDU,10,FDP,6,FDP,5,Grüne,15,SPD,10,SPD,15,SPD,13,CDU,6,SPD,13,FDP,6
1185,43,Kassel,SPD,12,71,FW,3,SPD,12,Grüne,11,Grüne,8,CDU,8,FDP,5,FDP,6,FW,3,SPD,15,Die Linke,7,SPD,16
1186,44,Kassel,FDP,13,71,Grüne,11,FW,3,SPD,15,SPD,19,Die Linke,6,Grüne,19,AfD,3,CDU,5,Grüne,11,FW,3,PARTEI,1
1187,45,Kassel,FW,3,71,SPD,17,Grüne,10,Grüne,12,FW,3,Grüne,16,FW,3,Grüne,9,Grüne,10,FDP,6,CDU,6,Grüne,11
1188,46,Kassel,SPD,13,71,Die Linke,5,CDU,11,Die Linke,5,SPD,20,FDP,7,Die Linke,4,SPD,16,SPD,14,SPD,16,Grüne,10,CDU,7
1189,47,Kassel,Grüne,10,71,Grüne,12,SPD,13,SPD,16,CDU,5,Grüne,17,SPD,11,PARTEI,1,AfD,6,Die Linke,5,SPD,14,SPD,17
1190,48,Kassel,CDU,3,71,SPD,18,FDP,5,AfD,4,SPD,21,CDU,9,Grüne,20,Die Linke,5,SPD,15,CDU,7,FDP,6,FDP,7
1191,49,Kassel,FDP,14,71,CDU,7,AfD,3,FDP,7,Grüne,9,PARTEI,1,Grüne,21,SPD,17,Grüne,11,Grüne,12,AfD,3,SPD,18
1192,50,Kassel,SPD,14,71,SPD,19,SPD,14,CDU,3,SPD,22,Grüne,18,AfD,3,FDP,7,FDP,6,PARTEI,1,SPD,15,Grüne,12
1193,51,Kassel,Grüne,11,71,PARTEI,1,CDU,12,Grüne,13,FDP,6,AfD,5,SPD,12,Grüne,10,SPD,16,SPD,17,Die Linke,8,FW,4
1194,52,Kassel,AfD,3,71,Grüne,13,Grüne,11,SPD,17,Die Linke,5,FDP,8,Grüne,22,CDU,6,Die Linke,5,SPD,18,Grüne,11,SPD,19
1195,53,Kassel,FDP,15,71,AfD,5,Die Linke,5,PARTEI,1,SPD,23,Die Linke,7,FDP,6,FW,4,CDU,6,FDP,7,SPD,16,CDU,8
1196,54,Kassel,Die Linke,5,71,SPD,20,SPD,15,SPD,18,Grüne,10,Grüne,19,CDU,4,SPD,18,Grüne,12,Grüne,13,PARTEI,1,Grüne,13
1197,55,Kassel,SPD,15,71,CDU,8,PARTEI,1,Grüne,14,SPD,24,FW,4,Grüne,23,SPD,19,PARTEI,1,FW,4,CDU,7,SPD,20
1198,56,Kassel,PARTEI,1,71,Grüne,14,CDU,13,FW,4,PARTEI,1,CDU,10,PARTEI,1,Grüne,11,SPD,17,CDU,8,Grüne,12,FDP,8
1199,57,Kassel,FDP,16,71,SPD,21,Grüne,12,Die Linke,6,AfD,3,SPD,3,SPD,13,Die Linke,6,AfD,7,SPD,19,Die Linke,9,SPD,21
1200,58,Kassel,Grüne,12,71,Die Linke,6,SPD,16,SPD,19,CDU,6,Grüne,20,Grüne,24,SPD,20,Grüne,13,Die Linke,6,SPD,17,Grüne,14
1201,59,Kassel,SPD,16,71,FW,4,FDP,6,FDP,8,SPD,25,FDP,9,Die Linke,5,FDP,8,SPD,18,Grüne,14,FDP,7,CDU,9
1202,60,Kassel,FDP,17,71,SPD,22,CDU,14,Grüne,15,Grüne,11,CDU,11,Grüne,25,AfD,4,FDP,7,SPD,20,FW,4,AfD,3
1203,61,Kassel,SPD,17,71,Grüne,15,Grüne,13,SPD,20,SPD,26,Grüne,21,SPD,14,CDU,7,FW,4,FDP,8,SPD,18,SPD,22
1204,62,Kassel,FW,4,71,SPD,23,FW,4,AfD,5,FDP,7,Die Linke,8,FW,4,SPD,21,SPD,19,SPD,21,Grüne,13,Rettet die Bienen,2
1205,63,Kassel,Grüne,13,71,AfD,6,SPD,17,Grüne,16,FW,4,AfD,6,Grüne,26,Grüne,12,CDU,7,Grüne,15,CDU,8,Grüne,15
1206,64,Kassel,FDP,18,71,CDU,9,Die Linke,6,SPD,21,SPD,27,Grüne,22,FDP,7,SPD,22,Grüne,14,CDU,9,Die Linke,10,FW,5
1207,65,Kassel,Die Linke,6,71,Grüne,16,CDU,15,FDP,9,Die Linke,6,CDU,12,Grüne,27,Rettet die Bienen,2,Die Linke,6,SPD,22,SPD,19,SPD,23
1208,66,Kassel,CDU,4,71,SPD,24,SPD,18,SPD,22,SPD,28,Grüne,23,SPD,15,FW,5,AfD,8,Grüne,16,Grüne,14,FDP,9
1209,67,Kassel,SPD,18,71,Die Linke,7,Grüne,14,Die Linke,7,Grüne,12,FDP,10,Grüne,28,FDP,9,SPD,20,Die Linke,7,FDP,8,CDU,10
1210,68,Kassel,Grüne,14,71,SPD,25,AfD,4,Grüne,17,CDU,7,Rettet die Bienen,2,AfD,4,Die Linke,7,Grüne,15,Rettet die Bienen,2,AfD,4,SPD,24
1211,69,Kassel,FDP,19,71,Grüne,17,FDP,7,CDU,4,SPD,29,FW,5,CDU,5,Grüne,13,FDP,8,SPD,23,SPD,20,Grüne,16
1212,70,Kassel,SPD,19,71,SPD,26,CDU,16,SPD,23,FDP,8,Die Linke,9,Grüne,29,SPD,23,SPD,21,FW,5,Die Linke,11,SPD,25
1213,0,Kelsterbach,FW,1,37,SPD,1,SPD,1,FW,1,FW,1,FW,1,FW,1,FW,1,FW,1,FW,1,SPD,1,FW,1
1214,1,Kelsterbach,SPD,1,37,FW,1,FW,1,SPD,1,CDU,1,CDU,1,SPD,1,SPD,1,SPD,1,SPD,1,FW,1,SPD,1
1215,2,Kelsterbach,CDU,1,37,CDU,1,SPD,2,FW,2,SPD,1,FW,2,CDU,1,CDU,1,CDU,1,CDU,1,CDU,1,CDU,1
1216,3,Kelsterbach,FW,2,37,SPD,2,FW,2,SPD,2,FW,2,Die Linke,1,FW,2,FW,2,FW,2,FW,2,SPD,2,FW,2
1217,4,Kelsterbach,SPD,2,37,FW,2,Die Linke,1,FDP,1,Die Linke,1,FDP,1,SPD,2,SPD,2,SPD,2,SPD,2,FW,2,SPD,2
1218,5,Kelsterbach,Die Linke,1,37,Die Linke,1,FDP,1,Die Linke,1,FDP,1,FW,3,Die Linke,1,Die Linke,1,Die Linke,1,Die Linke,1,FDP,1,FDP,1
1219,6,Kelsterbach,FW,3,37,SPD,3,SPD,3,FW,3,FW,3,WIK,1,FDP,1,FDP,1,FDP,1,FDP,1,SPD,3,FW,3
1220,7,Kelsterbach,SPD,3,37,FW,3,FW,3,SPD,3,WIK,1,CDU,2,FW,3,FW,3,FW,3,FW,3,FW,3,WIK,1
1221,8,Kelsterbach,WIK,1,37,WIK,1,WIK,1,WIK,1,CDU,2,Europäische Union Kelsterbach (E.U.K.),1,WIK,1,WIK,1,WIK,1,WIK,1,WIK,1,SPD,3
1222,9,Kelsterbach,CDU,2,37,CDU,2,CDU,1,Europäische Union Kelsterbach (E.U.K.),1,SPD,2,FW,4,SPD,3,SPD,3,SPD,3,SPD,3,CDU,2,Europäische Union Kelsterbach (E.U.K.),1
1223,10,Kelsterbach,Europäische Union Kelsterbach (E.U.K.),1,37,SPD,4,Europäische Union Kelsterbach (E.U.K.),1,FW,4,Europäische Union Kelsterbach (E.U.K.),1,SPD,1,CDU,2,CDU,2,CDU,2,CDU,2,Europäische Union Kelsterbach (E.U.K.),1,CDU,2
1224,11,Kelsterbach,FW,4,37,Europäische Union Kelsterbach (E.U.K.),1,SPD,4,SPD,4,FW,4,Forum Neues Kelsterbach (FNK),1,Europäische Union Kelsterbach (E.U.K.),1,Europäische Union Kelsterbach (E.U.K.),1,Europäische Union Kelsterbach (E.U.K.),1,Europäische Union Kelsterbach (E.U.K.),1,SPD,4,FW,4
1225,12,Kelsterbach,SPD,4,37,FW,4,FW,4,Forum Neues Kelsterbach (FNK),1,Forum Neues Kelsterbach (FNK),1,Die Linke,2,FW,4,FW,4,FW,4,FW,4,FW,4,Forum Neues Kelsterbach (FNK),1
1226,13,Kelsterbach,Forum Neues Kelsterbach (FNK),1,37,Forum Neues Kelsterbach (FNK),1,Forum Neues Kelsterbach (FNK),1,FDP,2,Die Linke,2,CDU,3,SPD,4,SPD,4,SPD,4,SPD,4,Forum Neues Kelsterbach (FNK),1,SPD,4
1227,14,Kelsterbach,Die Linke,2,37,SPD,5,SPD,5,Die Linke,2,FW,5,FDP,2,Forum Neues Kelsterbach (FNK),1,Forum Neues Kelsterbach (FNK),1,Forum Neues Kelsterbach (FNK),1,Forum Neues Kelsterbach (FNK),1,Die Linke,1,FW,5
1228,15,Kelsterbach,FW,5,37,Die Linke,2,Die Linke,2,FW,5,CDU,3,FW,5,Die Linke,2,Die Linke,2,Die Linke,2,Die Linke,2,SPD,5,SPD,5
1229,16,Kelsterbach,CDU,3,37,FW,5,FW,5,SPD,5,SPD,3,FW,6,FW,5,FW,5,FW,5,FW,5,FW,5,FDP,2
1230,17,Kelsterbach,SPD,5,37,CDU,3,FDP,2,FW,6,FDP,2,WIK,2,SPD,5,SPD,5,SPD,5,SPD,5,CDU,3,CDU,3
1231,18,Kelsterbach,FDP,1,37,SPD,6,SPD,6,SPD,6,FW,6,CDU,4,FDP,2,FDP,2,FDP,2,FDP,2,FDP,2,FW,6
1232,19,Kelsterbach,FW,6,37,FW,6,FW,6,WIK,2,WIK,2,Die Linke,3,CDU,3,CDU,3,CDU,3,CDU,3,SPD,6,WIK,2
1233,20,Kelsterbach,SPD,6,37,WIK,2,WIK,2,FW,7,CDU,4,FW,7,FW,6,FW,6,FW,6,FW,6,FW,6,SPD,6
1234,21,Kelsterbach,WIK,2,37,SPD,7,SPD,7,SPD,7,FW,7,FDP,3,WIK,2,WIK,2,WIK,2,WIK,2,WIK,2,FW,7
1235,22,Kelsterbach,CDU,4,37,FW,7,FW,7,FDP,3,SPD,4,Europäische Union Kelsterbach (E.U.K.),2,SPD,6,SPD,6,SPD,6,SPD,6,SPD,7,SPD,7
1236,23,Kelsterbach,FW,7,37,Die Linke,3,CDU,2,Die Linke,3,Die Linke,3,FW,8,FW,7,FW,7,FW,7,FW,7,FW,7,Europäische Union Kelsterbach (E.U.K.),2
1237,24,Kelsterbach,SPD,7,37,CDU,4,Die Linke,3,Europäische Union Kelsterbach (E.U.K.),2,Europäische Union Kelsterbach (E.U.K.),2,CDU,5,SPD,7,SPD,7,SPD,7,SPD,7,CDU,4,CDU,4
1238,25,Kelsterbach,Die Linke,3,37,SPD,8,FDP,3,CDU,1,FW,8,SPD,2,Die Linke,3,Die Linke,3,Die Linke,3,Die Linke,3,Europäische Union Kelsterbach (E.U.K.),2,FW,8
1239,26,Kelsterbach,Europäische Union Kelsterbach (E.U.K.),2,37,Europäische Union Kelsterbach (E.U.K.),2,Europäische Union Kelsterbach (E.U.K.),2,FW,8,FDP,3,Forum Neues Kelsterbach (FNK),2,CDU,4,CDU,4,CDU,4,CDU,4,SPD,8,Forum Neues Kelsterbach (FNK),2
1240,27,Kelsterbach,FW,8,37,FW,8,SPD,8,SPD,8,Forum Neues Kelsterbach (FNK),2,Die Linke,4,Europäische Union Kelsterbach (E.U.K.),2,Europäische Union Kelsterbach (E.U.K.),2,Europäische Union Kelsterbach (E.U.K.),2,Europäische Union Kelsterbach (E.U.K.),2,FW,8,SPD,8
1241,28,Kelsterbach,SPD,8,37,Forum Neues Kelsterbach (FNK),2,FW,8,Forum Neues Kelsterbach (FNK),2,CDU,5,FW,9,FW,8,FW,8,FW,8,FW,8,Forum Neues Kelsterbach (FNK),2,FDP,3
1242,29,Kelsterbach,Forum Neues Kelsterbach (FNK),2,37,SPD,9,Forum Neues Kelsterbach (FNK),2,FW,9,SPD,5,WIK,3,SPD,8,SPD,8,SPD,8,SPD,8,FDP,3,FW,9
1243,30,Kelsterbach,CDU,5,37,FW,9,SPD,9,SPD,9,FW,9,CDU,6,Forum Neues Kelsterbach (FNK),2,Forum Neues Kelsterbach (FNK),2,Forum Neues Kelsterbach (FNK),2,Forum Neues Kelsterbach (FNK),2,Die Linke,2,WIK,3
1244,31,Kelsterbach,FW,9,37,WIK,3,FW,9,WIK,3,WIK,3,FDP,4,FDP,3,FDP,3,FDP,3,FDP,3,SPD,9,SPD,9
1245,32,Kelsterbach,SPD,9,37,CDU,5,WIK,3,FDP,4,Die Linke,4,FW,10,FW,9,FW,9,FW,9,FW,9,FW,9,CDU,5
1246,33,Kelsterbach,WIK,3,37,SPD,10,SPD,10,Die Linke,4,FW,10,Die Linke,5,WIK,3,WIK,3,WIK,3,WIK,3,CDU,5,FW,10
1247,34,Kelsterbach,Die Linke,4,37,Die Linke,4,Die Linke,4,FW,10,CDU,6,FW,11,SPD,9,SPD,9,SPD,9,SPD,9,WIK,3,SPD,10
1248,35,Kelsterbach,FW,10,37,FW,10,FW,10,SPD,10,SPD,6,CDU,7,CDU,5,CDU,5,CDU,5,CDU,5,SPD,10,FW,11
1249,36,Kelsterbach,CDU,6,37,SPD,11,FDP,4,FW,11,FDP,4,Europäische Union Kelsterbach (E.U.K.),3,Die Linke,4,Die Linke,4,Die Linke,4,Die Linke,4,FW,10,FDP,4
1250,0,Koenigstein im Taunus,Aktionsgemeinschaft Lebenswertes Königstein,1,37,Aktionsgemeinschaft Lebenswertes Königstein,1,Aktionsgemeinschaft Lebenswertes Königstein,1,Aktionsgemeinschaft Lebenswertes Königstein,1,Aktionsgemeinschaft Lebenswertes Königstein,1,Aktionsgemeinschaft Lebenswertes Königstein,1,Aktionsgemeinschaft Lebenswertes Königstein,1,Aktionsgemeinschaft Lebenswertes Königstein,1,Aktionsgemeinschaft Lebenswertes Königstein,1,Aktionsgemeinschaft Lebenswertes Königstein,1,Aktionsgemeinschaft Lebenswertes Königstein,1,Aktionsgemeinschaft Lebenswertes Königstein,1
1251,1,Koenigstein im Taunus,CDU,1,37,CDU,1,CDU,1,Aktionsgemeinschaft Lebenswertes Königstein,2,CDU,1,CDU,1,CDU,1,CDU,1,CDU,1,CDU,1,CDU,1,CDU,1
1252,2,Koenigstein im Taunus,Aktionsgemeinschaft Lebenswertes Königstein,2,37,Aktionsgemeinschaft Lebenswertes Königstein,2,Aktionsgemeinschaft Lebenswertes Königstein,2,FDP,1,Aktionsgemeinschaft Lebenswertes Königstein,2,Aktionsgemeinschaft Lebenswertes Königstein,2,Aktionsgemeinschaft Lebenswertes Königstein,2,Aktionsgemeinschaft Lebenswertes Königstein,2,Aktionsgemeinschaft Lebenswertes Königstein,2,Aktionsgemeinschaft Lebenswertes Königstein,2,Aktionsgemeinschaft Lebenswertes Königstein,2,Aktionsgemeinschaft Lebenswertes Königstein,2
1253,3,Koenigstein im Taunus,FDP,1,37,CDU,2,CDU,2,Grüne,1,CDU,2,CDU,2,CDU,2,CDU,2,CDU,2,CDU,2,CDU,2,CDU,2
1254,4,Koenigstein im Taunus,CDU,2,37,Aktionsgemeinschaft Lebenswertes Königstein,3,Aktionsgemeinschaft Lebenswertes Königstein,3,Aktionsgemeinschaft Lebenswertes Königstein,3,Aktionsgemeinschaft Lebenswertes Königstein,3,Aktionsgemeinschaft Lebenswertes Königstein,3,Aktionsgemeinschaft Lebenswertes Königstein,3,Aktionsgemeinschaft Lebenswertes Königstein,3,Aktionsgemeinschaft Lebenswertes Königstein,3,Aktionsgemeinschaft Lebenswertes Königstein,3,Aktionsgemeinschaft Lebenswertes Königstein,3,Aktionsgemeinschaft Lebenswertes Königstein,3
1255,5,Koenigstein im Taunus,Aktionsgemeinschaft Lebenswertes Königstein,3,37,SPD,1,FDP,1,CDU,1,FDP,1,FDP,1,FDP,1,FDP,1,FDP,1,FDP,1,FDP,1,FDP,1
1256,6,Koenigstein im Taunus,CDU,3,37,CDU,3,CDU,3,SPD,1,SPD,1,Grüne,1,Grüne,1,Aktionsgemeinschaft Lebenswertes Königstein,4,CDU,3,CDU,3,CDU,3,CDU,3
1257,7,Koenigstein im Taunus,Aktionsgemeinschaft Lebenswertes Königstein,4,37,Aktionsgemeinschaft Lebenswertes Königstein,4,Aktionsgemeinschaft Lebenswertes Königstein,4,Aktionsgemeinschaft Lebenswertes Königstein,4,CDU,3,CDU,3,CDU,3,CDU,3,Aktionsgemeinschaft Lebenswertes Königstein,4,Aktionsgemeinschaft Lebenswertes Königstein,4,Aktionsgemeinschaft Lebenswertes Königstein,4,Aktionsgemeinschaft Lebenswertes Königstein,4
1258,8,Koenigstein im Taunus,Grüne,1,37,Grüne,1,SPD,1,FDP,2,Aktionsgemeinschaft Lebenswertes Königstein,4,Aktionsgemeinschaft Lebenswertes Königstein,4,Aktionsgemeinschaft Lebenswertes Königstein,4,Aktionsgemeinschaft Lebenswertes Königstein,5,SPD,1,SPD,1,SPD,1,SPD,1
1259,9,Koenigstein im Taunus,SPD,1,37,CDU,4,Grüne,1,Aktionsgemeinschaft Lebenswertes Königstein,5,Grüne,1,CDU,4,Aktionsgemeinschaft Lebenswertes Königstein,5,Klimaliste,1,Grüne,1,Grüne,1,Grüne,1,Grüne,1
1260,10,Koenigstein im Taunus,FDP,2,37,Aktionsgemeinschaft Lebenswertes Königstein,5,CDU,4,Klimaliste,1,CDU,4,Aktionsgemeinschaft Lebenswertes Königstein,5,CDU,4,SPD,1,CDU,4,CDU,4,CDU,4,CDU,4
1261,11,Koenigstein im Taunus,Aktionsgemeinschaft Lebenswertes Königstein,5,37,Klimaliste,1,Aktionsgemeinschaft Lebenswertes Königstein,5,AfD,1,Aktionsgemeinschaft Lebenswertes Königstein,5,Klimaliste,1,Klimaliste,1,CDU,4,Aktionsgemeinschaft Lebenswertes Königstein,5,Aktionsgemeinschaft Lebenswertes Königstein,5,Aktionsgemeinschaft Lebenswertes Königstein,5,Aktionsgemeinschaft Lebenswertes Königstein,5
1262,12,Koenigstein im Taunus,Klimaliste,1,37,Aktionsgemeinschaft Lebenswertes Königstein,6,Klimaliste,1,Grüne,2,Klimaliste,1,CDU,5,SPD,1,Aktionsgemeinschaft Lebenswertes Königstein,6,Klimaliste,1,Klimaliste,1,Klimaliste,1,Klimaliste,1
1263,13,Koenigstein im Taunus,CDU,4,37,CDU,5,CDU,5,Aktionsgemeinschaft Lebenswertes Königstein,6,Aktionsgemeinschaft Lebenswertes Königstein,6,Aktionsgemeinschaft Lebenswertes Königstein,6,Aktionsgemeinschaft Lebenswertes Königstein,6,FDP,2,Aktionsgemeinschaft Lebenswertes Königstein,6,Aktionsgemeinschaft Lebenswertes Königstein,6,Aktionsgemeinschaft Lebenswertes Königstein,6,Aktionsgemeinschaft Lebenswertes Königstein,6
1264,14,Koenigstein im Taunus,Aktionsgemeinschaft Lebenswertes Königstein,6,37,SPD,2,Aktionsgemeinschaft Lebenswertes Königstein,6,CDU,2,CDU,5,FDP,2,FDP,2,CDU,5,CDU,5,CDU,5,CDU,5,CDU,5
1265,15,Koenigstein im Taunus,CDU,5,37,Aktionsgemeinschaft Lebenswertes Königstein,7,FDP,2,Aktionsgemeinschaft Lebenswertes Königstein,7,FDP,2,Grüne,2,CDU,5,Aktionsgemeinschaft Lebenswertes Königstein,7,FDP,2,FDP,2,FDP,2,FDP,2
1266,16,Koenigstein im Taunus,Aktionsgemeinschaft Lebenswertes Königstein,7,37,CDU,6,Aktionsgemeinschaft Lebenswertes Königstein,7,FDP,3,SPD,2,Aktionsgemeinschaft Lebenswertes Königstein,7,Grüne,2,Aktionsgemeinschaft Lebenswertes Königstein,8,Aktionsgemeinschaft Lebenswertes Königstein,7,Aktionsgemeinschaft Lebenswertes Königstein,7,Aktionsgemeinschaft Lebenswertes Königstein,7,Aktionsgemeinschaft Lebenswertes Königstein,7
1267,17,Koenigstein im Taunus,FDP,3,37,Aktionsgemeinschaft Lebenswertes Königstein,8,CDU,6,SPD,2,Aktionsgemeinschaft Lebenswertes Königstein,7,CDU,6,Aktionsgemeinschaft Lebenswertes Königstein,7,CDU,6,CDU,6,CDU,6,CDU,6,CDU,6
1268,18,Koenigstein im Taunus,CDU,6,37,AfD,1,Aktionsgemeinschaft Lebenswertes Königstein,8,Aktionsgemeinschaft Lebenswertes Königstein,8,CDU,6,Aktionsgemeinschaft Lebenswertes Königstein,8,CDU,6,Aktionsgemeinschaft Lebenswertes Königstein,9,Aktionsgemeinschaft Lebenswertes Königstein,8,Aktionsgemeinschaft Lebenswertes Königstein,8,Aktionsgemeinschaft Lebenswertes Königstein,8,Aktionsgemeinschaft Lebenswertes Königstein,8
1269,19,Koenigstein im Taunus,Aktionsgemeinschaft Lebenswertes Königstein,8,37,Grüne,2,CDU,7,Grüne,3,Aktionsgemeinschaft Lebenswertes Königstein,8,CDU,7,Aktionsgemeinschaft Lebenswertes Königstein,8,FDP,3,CDU,7,CDU,7,CDU,7,CDU,7
